,06/29/2020,06/30/2020,07/01/2020,Latitude,Longitude,Cluster,03/27/2020,03/28/2020,03/29/2020,03/30/2020,03/31/2020,04/01/2020,04/02/2020,04/03/2020,04/04/2020,04/05/2020,04/06/2020,04/07/2020,04/08/2020,04/09/2020,04/10/2020,04/11/2020,04/12/2020,04/13/2020,04/14/2020,04/15/2020,04/16/2020,04/17/2020,04/18/2020,04/19/2020,04/20/2020,04/21/2020,04/22/2020,04/23/2020,04/24/2020,04/25/2020,04/26/2020,04/27/2020,04/28/2020,04/29/2020,04/30/2020,05/01/2020,05/02/2020,05/03/2020,05/04/2020,05/05/2020,05/06/2020,05/07/2020,05/08/2020,05/09/2020,05/10/2020,05/11/2020,05/12/2020,05/13/2020,05/14/2020,05/15/2020,05/16/2020,05/17/2020,05/18/2020,05/19/2020,05/20/2020,05/21/2020,05/22/2020,05/23/2020,05/24/2020,05/25/2020,05/26/2020,05/27/2020,05/28/2020,05/29/2020,05/30/2020,05/31/2020,06/01/2020,06/02/2020,06/03/2020,06/04/2020,06/05/2020,06/06/2020,06/07/2020,06/08/2020,06/09/2020,06/10/2020,06/11/2020,06/12/2020,06/13/2020,06/14/2020,06/15/2020,06/16/2020,06/17/2020,06/18/2020,06/19/2020,06/20/2020,06/21/2020,06/22/2020,06/23/2020,06/24/2020,06/25/2020,06/26/2020,06/27/2020,06/28/2020
"Bela Vista de Minas, MG",0.0,0.0,9.751340809361286,-19.8289721,-43.0973688,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Belford Roxo, RJ",34.252876262952476,34.64433770595765,34.64433770595765,-22.766728399999998,-43.403360299999996,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1957307215025856,0.1957307215025856,0.3914614430051712,0.3914614430051712,0.5871921645077568,0.5871921645077568,0.5871921645077568,0.5871921645077568,0.5871921645077568,0.5871921645077568,0.5871921645077568,0.5871921645077568,0.0,0.5871921645077568,0.5871921645077568,0.7829228860103424,1.1743843290155136,1.3701150505180992,1.3701150505180992,1.3701150505180992,1.3701150505180992,1.5658457720206849,1.5658457720206849,1.5658457720206849,1.5658457720206849,1.5658457720206849,1.5658457720206849,1.7615764935232705,1.957307215025856,1.957307215025856,2.544499379533613,2.9359608225387843,3.1316915440413697,3.327422265543955,3.327422265543955,4.110345151554298,4.501806594559469,6.067652366580154,6.2633830880827395,7.046305974093082,7.633498138600838,7.633498138600838,8.612151746113767,9.199343910621522,9.590805353626696,9.982266796631865,10.177997518134452,10.569458961139622,11.15665112564738,11.743843290155137,13.30968906217582,14.288342669688749,14.484073391191334,16.637111327719776,16.83284204922236,17.615764935232704,18.20295709974046,18.790149264248218,18.985879985750802,19.768802871761146,19.96453359326373,20.94318720077666,21.726110086787003,23.879148023315445,24.07487874481803,24.857801630828373,25.053532352330958,25.8364552383413,26.61937812435164,26.61937812435164,28.380954617874913,28.576685339377498,28.968146782382668,29.163877503885253,29.163877503885253,29.555338946890426,29.75106966839301,30.729723275905943,31.12118471891111,31.51264616191628,31.51264616191628,31.708376883418865,31.904107604921457,31.904107604921457,33.27422265543955,33.66568409844472,34.252876262952476,34.252876262952476
"Belmiro Braga, MG",29.163021289005545,29.163021289005545,29.163021289005545,-21.9486291,-43.413564,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545,29.163021289005545
"Belo Horizonte, MG",5.1750150274474835,5.413861874868137,5.732324338095673,-19.9227318,-43.9450948,0,0.0,0.0,0.0,0.03980780790344218,0.07961561580688437,0.07961561580688437,0.11942342371032655,0.11942342371032655,0.11942342371032655,0.11942342371032655,0.15923123161376873,0.19903903951721091,0.2388468474206531,0.2388468474206531,0.2388468474206531,0.2388468474206531,0.2388468474206531,0.2388468474206531,0.2388468474206531,0.2388468474206531,0.2786546553240953,0.31846246322753746,0.31846246322753746,0.31846246322753746,0.31846246322753746,0.31846246322753746,0.3582702711309796,0.3582702711309796,0.437885886937864,0.437885886937864,0.437885886937864,0.437885886937864,0.5573093106481906,0.6369249264550749,0.6767327343585171,0.7961561580688437,0.7961561580688437,0.7961561580688437,0.7961561580688437,0.875771773875728,0.9155795817791702,0.9951951975860545,0.9951951975860545,1.0350030054894968,1.0350030054894968,1.0350030054894968,1.0350030054894968,1.1146186212963811,1.1146186212963811,1.1544264291998232,1.1544264291998232,1.2340420450067076,1.2340420450067076,1.3136576608135921,1.3932732766204763,1.4330810845239184,1.5525045082342452,1.6719279319445717,1.6719279319445717,1.6719279319445717,1.7117357398480137,1.7117357398480137,1.8311591635583404,1.9107747793652248,1.9505825872686668,1.9505825872686668,1.9505825872686668,2.0301982030755514,2.0301982030755514,2.18942943468932,2.3088528583996464,2.388468474206531,2.3486606663030885,2.3486606663030885,2.468084090013415,2.468084090013415,2.6273153216271843,2.6273153216271843,2.667123129530626,2.667123129530626,2.667123129530626,3.025393400661606,3.3040480559857013,3.46327928759947,3.5827027113097962,3.8215495587304495,3.8215495587304495,3.8215495587304495,3.8215495587304495,4.140012021957987,4.219627637764871,4.339051061475198,4.299243253571755,4.299243253571755
"Belo Oriente, MG",14.981273408239701,14.981273408239701,14.981273408239701,-19.223252300000002,-42.4807033,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7453183520599254,3.7453183520599254,3.7453183520599254,3.7453183520599254,3.7453183520599254,3.7453183520599254,3.7453183520599254,7.490636704119851,7.490636704119851,11.235955056179776,11.235955056179776,11.235955056179776,14.981273408239701,14.981273408239701,14.981273408239701,14.981273408239701,14.981273408239701,14.981273408239701,14.981273408239701,14.981273408239701,14.981273408239701,14.981273408239701
"Belo Vale, MG",12.961762799740766,12.961762799740766,12.961762799740766,-20.407778,-44.024167,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766,12.961762799740766
"Bento de Abreu, SP",0.0,0.0,0.0,-21.2707225,-50.8120444,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Berilo, MG",0.0,0.0,0.0,-16.9515764,-42.464373200000004,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Berizal, MG",0.0,0.0,0.0,-15.6118785,-41.74173820000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bernardino de Campos, SP",0.0,0.0,0.0,-23.014021600000003,-49.4760724,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bertioga, SP",22.134737308099734,22.134737308099734,22.134737308099734,-23.848568,-46.139586,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5810526648642667,1.5810526648642667,3.1621053297285333,3.1621053297285333,3.1621053297285333,3.1621053297285333,3.1621053297285333,3.1621053297285333,3.1621053297285333,3.1621053297285333,3.1621053297285333,3.1621053297285333,3.1621053297285333,3.1621053297285333,4.7431579945928,4.7431579945928,4.7431579945928,4.7431579945928,4.7431579945928,4.7431579945928,4.7431579945928,7.905263324321333,7.905263324321333,7.905263324321333,7.905263324321333,7.905263324321333,7.905263324321333,7.905263324321333,7.905263324321333,11.067368654049867,11.067368654049867,11.067368654049867,11.067368654049867,11.067368654049867,11.067368654049867,12.648421318914133,12.648421318914133,14.2294739837784,14.2294739837784,15.810526648642666,15.810526648642666,15.810526648642666,17.391579313506934,18.9726319783712,18.9726319783712,18.9726319783712,18.9726319783712,18.9726319783712,18.9726319783712,20.553684643235467,20.553684643235467,20.553684643235467,20.553684643235467,22.134737308099734,22.134737308099734
"Bertópolis, MG",0.0,0.0,0.0,-17.063333,-40.573889,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Betim, MG",7.056038603359585,7.283652751855055,7.283652751855055,-19.968056,-44.198333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22761414849547046,0.22761414849547046,0.22761414849547046,0.22761414849547046,0.22761414849547046,0.22761414849547046,0.22761414849547046,0.22761414849547046,0.22761414849547046,0.22761414849547046,0.22761414849547046,0.22761414849547046,0.4552282969909409,0.4552282969909409,0.6828424454864115,0.6828424454864115,0.6828424454864115,0.6828424454864115,0.6828424454864115,0.6828424454864115,0.6828424454864115,0.6828424454864115,0.6828424454864115,0.9104565939818818,1.1380707424773524,1.1380707424773524,1.1380707424773524,1.1380707424773524,1.1380707424773524,1.1380707424773524,1.1380707424773524,1.365684890972823,1.365684890972823,1.365684890972823,1.8209131879637637,2.5037556334501754,2.5037556334501754,2.5037556334501754,2.5037556334501754,2.5037556334501754,3.1865980789365866,3.1865980789365866,3.414212227432057,3.414212227432057,3.414212227432057,3.414212227432057,3.414212227432057,3.8694405244229984,4.0970546729184685,4.0970546729184685,4.0970546729184685,5.235125415395821,5.235125415395821,5.235125415395821,5.235125415395821,5.462739563891292,6.145582009377702,6.828424454864114,7.056038603359585,7.056038603359585
"Bias Fortes, MG",0.0,0.0,0.0,-21.605832999999997,-43.756944,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bicas, MG",0.0,0.0,0.0,-21.7213723,-43.06043270000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bilac, SP",0.0,0.0,0.0,-21.403962,-50.47464,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Biquinhas, MG",0.0,0.0,0.0,-18.783610999999997,-45.502221999999996,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Birigui, SP",6.470502596289166,6.470502596289166,7.279315420825312,-21.290849100000003,-50.341440000000006,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8088128245361458,0.8088128245361458,0.8088128245361458,0.8088128245361458,0.8088128245361458,0.8088128245361458,0.8088128245361458,0.8088128245361458,0.8088128245361458,0.8088128245361458,1.6176256490722916,1.6176256490722916,1.6176256490722916,1.6176256490722916,1.6176256490722916,1.6176256490722916,1.6176256490722916,1.6176256490722916,2.4264384736084375,2.4264384736084375,3.235251298144583,3.235251298144583,3.235251298144583,3.235251298144583,4.044064122680729,4.044064122680729,4.044064122680729,4.044064122680729,5.6616897717530215,6.470502596289166,6.470502596289166,6.470502596289166
"Biritiba Mirim, SP",21.473710043560953,21.473710043560953,21.473710043560953,-23.5697765,-46.0407456,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0676728633658503,3.0676728633658503,3.0676728633658503,3.0676728633658503,3.0676728633658503,3.0676728633658503,3.0676728633658503,3.0676728633658503,3.0676728633658503,3.0676728633658503,3.0676728633658503,3.0676728633658503,3.0676728633658503,6.135345726731701,6.135345726731701,6.135345726731701,6.135345726731701,6.135345726731701,9.203018590097551,9.203018590097551,12.270691453463401,12.270691453463401,12.270691453463401,12.270691453463401,12.270691453463401,12.270691453463401,12.270691453463401,12.270691453463401,12.270691453463401,12.270691453463401,12.270691453463401,12.270691453463401,12.270691453463401,15.338364316829255,15.338364316829255,15.338364316829255,15.338364316829255,15.338364316829255,15.338364316829255,15.338364316829255,15.338364316829255,18.406037180195103,21.473710043560953,21.473710043560953,21.473710043560953
"Boa Esperança do Sul, SP",6.701065469409636,6.701065469409636,6.701065469409636,-21.9930206,-48.3917372,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.701065469409636,6.701065469409636,6.701065469409636,6.701065469409636,6.701065469409636,6.701065469409636,6.701065469409636,6.701065469409636,6.701065469409636,6.701065469409636,6.701065469409636,6.701065469409636,6.701065469409636,6.701065469409636,6.701065469409636,6.701065469409636,6.701065469409636,6.701065469409636,6.701065469409636,6.701065469409636,6.701065469409636,6.701065469409636
"Boa Esperança, ES",26.601050741504288,26.601050741504288,26.601050741504288,-18.539547199999998,-40.2904088,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.650262685376072,6.650262685376072,13.300525370752144,13.300525370752144,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,19.950788056128218,26.601050741504288,26.601050741504288,26.601050741504288,26.601050741504288,26.601050741504288,26.601050741504288,26.601050741504288,26.601050741504288,26.601050741504288
"Boa Esperança, MG",12.460438109003913,12.460438109003913,12.460438109003913,-21.0901253,-45.5660195,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4920876218007826,2.4920876218007826,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,4.984175243601565,7.476262865402348,7.476262865402348,9.96835048720313,9.96835048720313,12.460438109003913,12.460438109003913,12.460438109003913,12.460438109003913,12.460438109003913
"Bocaina de Minas, MG",0.0,0.0,0.0,-22.167778,-44.394721999999994,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bocaina, SP",16.221915808256956,16.221915808256956,16.221915808256956,-22.1421831,-48.522276,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,8.110957904128478,16.221915808256956,16.221915808256956,16.221915808256956,16.221915808256956,16.221915808256956,16.221915808256956
